frame_id,prompt,cause,effect,link_type,strength
1,A person gets stuck in a crowded subway car and starts getting anxious,subway is crowded,anxiety expressed,causal,0.774
1,Someone's favorite TV show gets renewed for another season and they become thrilled,show is renewed,excitement expressed,causal,0.750
1,A team loses their key player due to suspension and becomes demoralized,player gets suspended,disappointment shown,causal,0.732
1,Someone's phone dies during a crucial moment in a game and they start rushing,phone battery dies,frustration displayed,causal,0.744
1,A person gets stuck in a crowded museum and starts feeling overwhelmed,museum is crowded,overwhelmed shown,causal,0.785
1,Someone's favorite food truck runs out of their favorite dish and they start complaining,dish runs out,disappointment expressed,causal,0.781
1,A team wins a game in a comeback effort and the players become jubilant,team comes back,excitement expressed,causal,0.775
1,Someone's phone autocorrects an important message to something hilarious and they start laughing,autocorrect occurs,amusement shown,causal,0.734
1,A person gets stuck in a crowded park and starts feeling frustrated,park is crowded,frustration displayed,causal,0.779
1,Someone's favorite musician announces their retirement and they start mourning,musician retires,sadness expressed,causal,0.786
1,A team gets a surprise visit from their rival team's coach and becomes motivated,coach visits,determination shown,causal,0.743
1,Someone's phone starts playing an annoying ringtone during a meeting and they start getting annoyed,ringtone plays,irritation expressed,causal,0.735
1,A person gets stuck in a crowded grocery store and starts feeling overwhelmed,store is crowded,overwhelmed shown,causal,0.717
1,Someone's favorite restaurant introduces a new menu item that they don't like and they start complaining,new menu item introduced,disappointment expressed,causal,0.716
1,A team wins a game in a nail-biter finish and the players become ecstatic,team wins,excitement expressed,causal,0.768
1,A brother takes his sister's favorite toy without asking and she pouts,toy taken without permission,sister pouts,causal,0.786
1,"When a friend forgets their birthday, they look sad",birthday forgotten,sadness appears,causal,0.723
1,"After a long wait, the concertgoers rush in and cheer loudly",concert starts,cheering erupts,causal,0.715
1,The new student is nervous and fumbles with their backpack,nerves get the better of them,backpack fumbled,causal,0.769
1,"When mom says no, her little one starts whining",request denied,whining begins,causal,0.754
1,The surprise party attendee jumps up and hugs the birthday person,birthday surprise,hugs exchanged,causal,0.749
1,"After a friend's harsh words, they look upset",harsh criticism received,sadness appears,causal,0.780
1,The excited fan runs to catch the autograph and gets sweaty,excitement drives them forward,sweatiness results,causal,0.787
1,"When grandma says she loves you, her grandchild beams with joy",grandma's love expressed,joyful smile,causal,0.744
1,The shy student takes a deep breath and starts talking confidently,confidence boosts their speaking,confident speech,causal,0.751
1,"After the big win, teammates mob each other in celebration",team wins,mobbing occurs,causal,0.768
1,"When a loved one leaves, they look back and wave goodbye",farewell arrives,waving happens,causal,0.748
1,The relieved hiker takes off their backpack and sighs with relief,hike completes,relief expressed,causal,0.751
1,"When a friend says sorry, the other person forgives",apology offered,forgiveness granted,causal,0.790
1,The happy couple shares a tender kiss in public,love expressed openly,tender kiss,causal,0.781
1,"When the boss says yes, their employee jumps up to celebrate",approval granted,celebration occurs,causal,0.766
1,The little one gets upset when they lose their favorite toy,toy lost,upset tears,causal,0.742
1,"After the surprise party, the birthday person looks stunned",birthday surprise,stunned expression,causal,0.759
1,"When a friend asks for help, you offer your hand",friend in need of assistance,help offered,enables,0.713
1,The excited child runs to the party with balloons and cake,party arrives,excited running,causal,0.770
1,"When a loved one returns, they give a warm hug",returning home,warm hug,causal,0.767
1,The team captain raises their arms in triumph after winning,team wins,triumphant celebration,causal,0.766
1,"When you get the job offer, you jump up to celebrate",job offer received,celebration occurs,causal,0.770
1,The relieved parent takes a deep breath after the test results come back normal,test results reveal normalcy,relief expressed,causal,0.730
1,"When a friend shares their struggles, you listen attentively",friend shares struggles,attentive listening,causal,0.769
1,The happy couple holds hands as they walk down the street,love shared openly,hand-holding occurs,causal,0.786
1,"After a long wait, the concertgoers rush to get in line for merchandise",concert ends and merchandise becomes available,rush to buy merchandise,causal,0.776
1,"When you find your lost wallet, you breathe a sigh of relief",wallet found,relief expressed,causal,0.780
1,The excited fan rushes to get a selfie with their favorite athlete,athlete spotted,rushing for selfie,causal,0.752
1,"When the surprise party starts, the birthday person looks surprised and happy",birthday surprise,surprised happiness,causal,0.759
1,The shy student opens up after talking to a friend they trust,trust forms with friend,opening up occurs,causal,0.759
1,"When you get the news that your loved one is coming home, you smile",loved one returning home,smiling happens,causal,0.787
1,The team works together to solve the puzzle and feels a sense of accomplishment,teamwork leads to puzzle solution,sense of accomplishment,causal,0.764
1,"When you see your old friend, you give them a warm hug",old friend visited,warm hug,causal,0.781
1,The happy couple shares a romantic dinner for their anniversary,anniversary celebrated,romantic dinner shared,causal,0.752
1,"When you get the promotion, your coworker congratulates you with a pat on the back",promotion received,congratulations given,causal,0.728
1,The relieved athlete takes off their athletic gear and relaxes,competition ends,relaxation occurs,causal,0.716
1,"When the friend says they're sorry, you forgive them with a smile",apology offered,forgiveness granted with a smile,causal,0.777
1,The excited child runs to their parent after being reunited,reunion occurs,excited running,causal,0.751
1,"When you see your favorite band perform live, you jump up and dance",favorite band performs,dancing happens,causal,0.786
1,The happy couple shares a kiss as the sun sets on their beach vacation,vacation ends with romantic sunset,romantic kiss shared,causal,0.744
1,"When you get the news that your application was accepted, you jump up and cheer",application accepted,cheering erupts,causal,0.740
1,The team celebrates their win with a group hug,team wins,group hug,causal,0.740
1,"When you see your old professor, you shake hands and catch up",old professor visited,handshake and catching up occurs,causal,0.719
1,The relieved student takes a deep breath after completing their exam,exam completes,relief expressed,causal,0.783
1,"When you find your favorite book, you hug it tightly",favorite book found,hugging occurs,causal,0.770
1,The excited fan runs to get a selfie with their favorite celebrity,celebrity spotted,rushing for selfie,causal,0.753
1,"When the friend says they love you, your heart skips a beat",love expressed,heart skipping a beat,causal,0.771
1,The happy couple shares a romantic dinner on their first date,first date occurs,romantic dinner shared,causal,0.719
1,"When you get the news that your loved one is doing better, you smile with relief",loved one's health improves,relief expressed,causal,0.734
1,The team celebrates their new record with a loud cheer,new record achieved,loud cheering,causal,0.733
1,"When you see your old friend, you give them a warm hug and catch up",old friend visited,warm hug and catching up occurs,causal,0.727
1,The excited child runs to their parent after seeing their favorite cartoon character,favorite cartoon character spotted,excited running,causal,0.769
1,"When you get the news that your application was rejected, you shrug and move on",application rejected,shrugging and moving on occurs,causal,0.756
1,The happy couple shares a romantic getaway for their anniversary,anniversary celebrated,romantic getaway shared,causal,0.727
1,"When you see your favorite musician perform live, you dance along with the crowd",favorite musician performs,dancing occurs,causal,0.734
1,The relieved athlete takes off their athletic gear and relaxes after a long competition,competition ends,relaxation occurs,causal,0.785
1,"When you get the news that your loved one is coming home from deployment, you smile with relief",loved one returning home,relief expressed,causal,0.761
1,The team celebrates their new record with a group cheer and high-fives,new record achieved,group cheer and high-fiving occurs,causal,0.776
1,"When you find your lost phone, you breathe a sigh of relief and start calling friends",phone found,relief expressed and calling friends begins,causal,0.713
1,The excited child runs to their parent after seeing their favorite toy character come to life,favorite toy character comes to life,excited running,causal,0.747
1,"When asked to share a crayon, a preschooler pouts",crayon not shared,pouting,causal,0.759
1,"After being teased, a shy student looks down",teasing occurs,shyness increases,causal,0.749
1,A parent's harsh words make their child look away,harsh words spoken,child becomes upset,causal,0.738
1,"When friends forget their birthday, they feel sad",birthday forgotten,sadness felt,causal,0.759
1,"After losing a game, a young athlete looks disappointed",game lost,disappointment shows,causal,0.736
1,A student struggles to finish homework and becomes frustrated,homework struggle,frustration grows,causal,0.738
1,"When someone leaves the party without saying goodbye, they feel left out",goodbye not said,feeling left out,causal,0.710
1,A friend's gossip spreads quickly and causes hurt feelings,gossip shared,hurt feelings,causal,0.781
1,"After being rejected from a college, a student looks worried",rejection received,worried expression,causal,0.725
1,"When someone doesn't return their phone call, they start to worry",phone not returned,worry grows,causal,0.738
1,A child gets upset when their favorite TV show is cancelled,TV show cancelled,child becomes upset,causal,0.718
1,"After a breakup, a person starts to cry and misses the ex",breakup occurs,heartache felt,causal,0.749
1,"When someone doesn't get invited to a party, they feel left out",party not invited,feeling left out,causal,0.717
1,A friend's joke falls flat and causes awkward silence,joke fails,awkwardness ensues,causal,0.751
1,"After a fight with their sibling, a child looks upset",fight occurs,upset expression,causal,0.722
1,"When someone doesn't get the job they wanted, they look disappointed",job not gotten,disappointment shows,causal,0.720
1,A student gets anxious when asked to give a presentation,presentation required,anxiety grows,causal,0.749
1,"After being pranked by friends, someone looks embarrassed",prank occurs,embarrassment felt,causal,0.722
1,"When someone forgets their anniversary, their partner feels hurt",anniversary forgotten,hurt feelings,causal,0.763
1,A child gets scared when they see a spider in the corner,spider seen,scared expression,causal,0.728
1,"After being told no to something, someone looks sad",request denied,sadness felt,causal,0.742
1,"When someone doesn't get the expected gift, they look disappointed",gift not received,disappointment shows,causal,0.734
1,A friend's surprise party gets ruined by a wrong address,wrong address given,party ruined,causal,0.744
1,"After being rejected from an audition, an actor looks crushed",audition rejected,crushed expression,causal,0.725
1,"When someone doesn't get the expected answer, they look confused",answer not received,confusion felt,causal,0.775
1,"A child gets upset when their pet dies, and starts crying",pet passes away,child cries,causal,0.719
1,"After being told off by a teacher, someone looks sheepish",teacher scolds,sheepish expression,causal,0.745
1,"When someone doesn't get the expected praise, they look let down",praise not given,disappointment shows,causal,0.777
1,A student gets nervous when asked to speak in front of a crowd,public speaking required,nervousness grows,causal,0.723
1,"After being stood up on a date, someone looks hurt",date stands them up,hurt feelings,causal,0.738
1,"When someone doesn't get the expected result, they look frustrated",result not received,frustration grows,causal,0.745
1,A child gets excited when they see their favorite superhero movie,favorite movie seen,excitement felt,causal,0.739
1,"After being told to stop playing, someone looks upset",game stopped,upset expression,inhibits,0.730
1,"When someone doesn't get the expected help, they look frustrated",help not received,frustration grows,enables,0.656
1,A student gets worried when they realize they forgot their homework,homework forgotten,worried expression,causal,0.725
1,"After being told to leave a place, someone looks embarrassed",asked to leave,embarrassment felt,causal,0.713
1,"When someone doesn't get the expected attention, they look neglected",attention not received,neglect felt,causal,0.742
1,"A child gets upset when their favorite toy breaks, and starts crying",toy breaks,child cries,causal,0.770
1,"After being rejected from a club, someone looks disappointed",club rejects them,disappointment shows,causal,0.782
1,"A friend gets upset when their favorite book is taken away, and starts crying",book taken away,friend cries,causal,0.723
1,"After being told off by a boss, someone looks sheepish",boss scolds,sheepish expression,causal,0.726
1,"When someone doesn't get the expected gift, they look let down",gift not received,disappointment shows,causal,0.748
1,A child gets scared when they see a thunderstorm approaching,thunderstorm approaches,scared expression,causal,0.763
1,"When someone doesn't get the expected response, they look confused",response not received,confusion felt,causal,0.731
1,A student gets anxious when asked to take a test,test required,anxiety grows,causal,0.744
1,"When someone forgets their password, they look frustrated",password forgotten,frustration grows,causal,0.754
1,"A child gets upset when they can't go to the park with friends, and starts crying",park visit denied,child cries,causal,0.774
1,"After being told off by a parent, someone looks sheepish",parent scolds,sheepish expression,causal,0.767
1,"When someone doesn't get the expected outcome, they look disappointed",outcome not received,disappointment shows,causal,0.736
1,"A sibling takes a favorite toy away, causing tears",toy taken,child cries,causal,0.771
1,"A friend makes a joke that falls flat, leading to awkward silence",bad joke told,uncomfortable silence,causal,0.781
1,A family pet gets lost and the owner frantically searches,pet goes missing,owner panics,causal,0.750
1,"A new student is excluded from a game, feeling left out",exclusion happens,student looks sad,causal,0.784
1,A surprise party is ruined by an early arrival,early guest arrives,party spoiled,causal,0.777
1,"A friend's car breaks down on the way to a meeting, causing stress",car breaks down,friend stressed,causal,0.741
1,"A child draws something they're proud of, feeling happy",artwork created,child beams with pride,causal,0.719
1,"A couple argues loudly, leading to a temporary separation",loud argument occurs,couple separates,causal,0.719
1,"A student fails an important test, feeling disappointed",test results announced,student looks down,causal,0.712
1,A pet gets into trouble for chewing something it shouldn't,pet misbehaves,owner scolds,causal,0.722
1,"A friend's gift is returned due to a mistake, causing embarrassment",gift returned,friend looks embarrassed,causal,0.750
1,A child gets stuck in a sticky situation and laughs,child gets stuck,child giggles,causal,0.771
1,"A team loses a game they were expected to win, causing frustration",team loses,players frustrated,causal,0.729
1,"A parent tries to teach a child something new, leading to excitement",new skill learned,child gets excited,causal,0.764
1,A person's favorite song comes on the radio and they start singing along,favorite song plays,person sings along,causal,0.737
1,"A friend forgets someone's birthday, causing hurt feelings",birthday forgotten,person looks sad,causal,0.788
1,A child learns to ride a bike and feels proud of themselves,bike riding skills learned,child beams with pride,causal,0.769
1,"A couple shares a romantic moment, leading to happiness",romantic moment shared,couple happy,causal,0.745
1,"A friend surprises someone with a thoughtful gift, leading to joy",gift given,recipient joyful,causal,0.733
1,"A child gets a new pair of shoes they've been wanting, feeling excited",new shoes received,child thrilled,causal,0.749
1,A family has a heart-to-heart conversation and feels closer,conversation happens,family feels closer,causal,0.771
1,"A person's hair doesn't turn out as expected, causing frustration",hair styling fails,person looks frustrated,causal,0.730
1,A child loses their favorite book and searches everywhere for it,book lost,child looks worried,causal,0.722
1,"A couple has a disagreement about a small matter, leading to tension",disagreement happens,couple tense,causal,0.751
1,A child gets a participation trophy and feels proud of themselves,trophy received,child beams with pride,causal,0.730
1,"A friend's car gets a parking ticket, causing stress",parking ticket issued,friend stressed,causal,0.771
1,"A parent tries to teach a child a new language, leading to excitement",language learned,child excited,causal,0.779
1,"A team wins a game they were expected to lose, causing elation",team wins,players ecstatic,causal,0.790
1,"A person's favorite coffee shop closes down, causing disappointment",coffee shop closes,person looks down,causal,0.730
1,"A friend surprises someone with a spontaneous outing, leading to excitement",spontaneous outing planned,recipient thrilled,causal,0.776
1,A child learns to tie their shoes and feels proud of themselves,shoe-tying skills learned,child beams with pride,causal,0.726
1,"A couple shares a tender moment, leading to intimacy",tender moment shared,couple intimate,causal,0.767
1,"A person's favorite TV show is cancelled, causing sadness",TV show cancelled,person looks sad,causal,0.775
1,A child gets a new pet and feels excited about responsibility,new pet received,child thrilled,causal,0.766
1,"A family has a big argument that lasts for days, causing tension",big argument happens,family tense,causal,0.750
1,"A person's favorite music artist announces a hiatus, causing disappointment",artist on hiatus,person looks down,causal,0.724
1,"A child gets a compliment from someone they admire, feeling happy",compliment given,child beaming with pride,causal,0.789
1,"A team has to play in the rain and everyone gets soaked, causing laughter",rainy game happens,players laugh,causal,0.757
1,"A person's favorite food is served at a party, leading to excitement",favorite food served,person thrilled,causal,0.761
1,"A friend forgets someone's important date, causing worry",date forgotten,person worried,causal,0.728
1,A child gets stuck in the mud and laughs about it,child gets stuck,child giggles,causal,0.721
1,"A couple has a romantic picnic that ends with a proposal, leading to joy",proposal happens,couple joyful,causal,0.713
1,"A person's favorite book series comes to an end, causing sadness",series ends,person looks sad,causal,0.789
1,"A friend surprises someone with a thoughtful gesture, leading to happiness",thoughtful gesture given,recipient joyful,causal,0.784
1,"A child gets lost in the mall and is reunited with their parents, feeling relieved",child gets lost,child relieved,causal,0.744
1,"A team has a big win after losing several games, causing elation",team wins,players ecstatic,causal,0.759
1,"A person's favorite sport is banned in their community, causing frustration",sport banned,person looks frustrated,causal,0.717
1,"A friend's pet gets sick and they have to take it to the vet, causing worry",pet gets sick,friend worried,causal,0.714
1,A child learns to do a new trick on their bike and feels proud of themselves,trick learned,child beams with pride,causal,0.743
1,"A couple shares a heartfelt apology, leading to forgiveness",apology given,forgiveness granted,causal,0.735
1,Best friends argue and one starts to pout,argument starts,friend pouts,causal,0.761
1,A new student nervously meets a classmate,nervousness,awkward smile,causal,0.729
1,A mother scolds her child for drawing on the wall,scolding,child looks guilty,causal,0.737
1,Two siblings share their favorite toy and hug,sharing,hug exchanged,causal,0.748
1,A friend lends a helping hand and receives a thank you,help offered,gratitude shown,enables,0.681
1,A shy person is introduced to someone new and smiles,introduction,smile emerges,causal,0.762
1,A child's favorite stuffed animal goes missing and they search frantically,stuffed animal lost,desperate search,causal,0.734
1,Two friends reunite after a long time apart and exchange warm hugs,reunion,warm embrace,causal,0.732
1,A teacher offers words of encouragement and the student's confidence boosts,encouragement offered,confidence grows,causal,0.732
1,A person surprises their loved one with a special gift and they smile,surprise gift,joyful expression,causal,0.738
1,Best friends make up after a fight and share a sweet moment,makeup,sweetness shared,causal,0.743
1,A parent's comforting words calm their upset child,reassuring words,calm restored,causal,0.736
1,Two friends bond over a shared hobby and exchange excited laughter,shared interest,joyful laughter,causal,0.714
1,A person helps someone carry heavy bags and receives a heartfelt thank you,help offered,gratitude expressed,enables,0.693
1,A child's pet runs away and they become distraught,pet lost,desperation shown,causal,0.714
1,Two friends have a deep conversation and exchange knowing glances,open conversation,understanding shared,causal,0.770
1,A person surprises their friend with a celebratory cake and they beam,celebration surprise,joyful expression,causal,0.727
1,A child learns to apologize sincerely and receives forgiveness,apology given,forgiveness granted,causal,0.748
1,Two friends take a relaxing walk together and share gentle smiles,relaxing moment,serene expression,causal,0.783
1,A person's heartfelt words bring comfort to someone grieving,empathetic words,comfort shared,causal,0.718
1,A child's favorite book goes missing and they search frantically,book lost,desperate search,causal,0.725
1,Two friends have a heart-to-heart talk and exchange supportive nods,heartfelt conversation,support shared,causal,0.786
1,A person's kindness inspires someone to pay it forward,kindness shown,paying it forward,causal,0.739
1,Best friends share a funny joke and burst into laughter,shared humor,joyful laughter,causal,0.734
1,A child learns to control their temper and feels proud,temper controlled,pride shown,causal,0.718
1,Two friends have a meaningful conversation and exchange understanding nods,meaningful talk,understanding shared,causal,0.711
1,A person's words of wisdom guide someone through a difficult time,wise guidance,direction given,causal,0.754
1,A child's favorite game goes missing and they become frustrated,game lost,frustration shown,causal,0.779
1,Two friends share a heartfelt goodbye and exchange warm hugs,goodbye shared,warm embrace,causal,0.736
1,A person surprises their loved one with a special gift and they beam,surprise gift,joyful expression,causal,0.769
1,Best friends help each other through a tough time and exchange supportive smiles,support shared,encouragement shown,enables,0.669
1,A child's favorite snack goes missing and they search frantically,snack lost,desperate search,causal,0.772
1,Two friends have a lively debate and exchange thoughtful nods,thoughtful discussion,understanding shared,causal,0.752
1,A person's words of encouragement boost someone's confidence,encouraging words,confidence grows,causal,0.740
1,Best friends share a sweet moment and exchange loving glances,sweetness shared,love expressed,causal,0.762
1,A child learns to take responsibility for their actions and feels proud,responsibility taken,pride shown,causal,0.727
1,Two friends have a fun-filled day together and exchange excited smiles,fun shared,joyful expression,causal,0.741
1,A person's kind gesture inspires someone to be more compassionate,kindness shown,compassion grows,causal,0.781
1,Best friends learn to forgive each other and exchange warm hugs,forgiveness given,warm embrace,causal,0.720
1,A child's favorite book is torn apart and they become distraught,book damaged,desperation shown,causal,0.769
1,Two friends share a funny memory and burst into laughter,shared humor,joyful laughter,causal,0.720
1,A person's words of wisdom guide someone through a difficult decision,wise guidance,direction given,causal,0.757
1,Best friends help each other with a challenging task and exchange supportive nods,support shared,encouragement shown,enables,0.713
1,A child learns to control their emotions and feels calm,emotions controlled,calm restored,causal,0.762
1,Two friends have a heartwarming conversation and exchange warm hugs,heartwarming talk,warm embrace,causal,0.725
1,A person's kindness inspires someone to be more empathetic,kindness shown,empathy grows,causal,0.766
1,Best friends share a sweet moment and exchange loving smiles,sweetness shared,love expressed,causal,0.784
1,A child's favorite toy is taken away and they become upset,toy taken,upset shown,causal,0.716
1,Two friends have a meaningful conversation and exchange thoughtful nods,meaningful talk,understanding shared,causal,0.754
1,A person's words of encouragement boost someone's self-esteem,encouraging words,self-esteem grows,causal,0.737
1,Best friends learn to work through their differences and exchange supportive smiles,differences worked through,support shared,causal,0.768
1,Two friends have a fun-filled day together and exchange excited laughter,fun shared,joyful laughter,causal,0.789
1,A person's kind gesture inspires someone to be more generous,kindness shown,generosity grows,causal,0.726
1,Best friends share a heartfelt goodbye and exchange warm hugs,goodbye shared,warm embrace,causal,0.768
1,A child's favorite game is taken away and they become frustrated,game taken,frustration shown,causal,0.714
1,A toddler gets upset when a favorite toy is taken away,toy taken,child becomes upset,causal,0.725
1,A friend surprises someone with their favorite cake and they jump for joy,surprise gift,joyful reaction,causal,0.754
1,Someone apologizes after spilling coffee on a presentation,apology offered,stress relieved,causal,0.730
1,A child is disappointed when their favorite game is over,game ends,disappointment shown,causal,0.780
1,A group cheers when the team scores a goal,team scores,cheering crowd,causal,0.778
1,Someone gets excited when they receive concert tickets,concert ticket gift,excitement shown,causal,0.783
1,A family member comforts someone after a bad day,emotional support offered,calmness restored,causal,0.788
1,A friend is surprised when someone shows up at their doorstep unannounced,unplanned visit,surprised reaction,causal,0.782
1,Someone becomes anxious when they miss a deadline,deadline missed,anxiety shown,causal,0.746
1,A child is thrilled when they get a new bike for their birthday,new bike gift,thrilled reaction,causal,0.767
1,A group of friends have fun playing truth or dare,game played,laughter and excitement,causal,0.783
1,Someone feels relieved when they finally finish a difficult task,task complete,relief felt,causal,0.715
1,A child is upset when their favorite TV show gets cancelled,show ends,disappointment shown,causal,0.744
1,A friend helps someone move into a new apartment,help offered,gratitude shown,enables,0.715
1,Someone becomes sad when they say goodbye to their favorite pet,goodbye said,sadness felt,causal,0.750
1,A group of friends surprise someone with a party for their birthday,surprise party,joyful reaction,causal,0.712
1,Someone feels happy when they receive a compliment from a stranger,compliment given,happiness felt,causal,0.758
1,A child is excited when they go to their first day of school,first day of school,excitement shown,causal,0.766
1,A group of friends have a lively discussion about politics,conversation started,passion and engagement,causal,0.720
1,Someone feels proud when they complete a challenging puzzle,puzzle solved,pride felt,causal,0.714
1,A friend shows empathy towards someone who is going through a tough time,empathy shown,comfort and relief,causal,0.755
1,Someone becomes frustrated when they are stuck in traffic,traffic congestion,frustration felt,causal,0.774
1,A child is thrilled when they get to go swimming for the first time,swimming experience,excitement shown,causal,0.766
1,A group of friends have a deep conversation about their hopes and dreams,conversation started,inspiration and motivation,causal,0.769
1,Someone feels relieved when they finally get an answer to a mystery,answer found,relief felt,causal,0.742
1,A friend surprises someone with a beautiful bouquet of flowers,surprise gift,joyful reaction,causal,0.765
1,Someone becomes anxious when they are asked to give a public speech,public speaking request,anxiety shown,causal,0.780
1,A child is upset when their favorite book gets damaged,book damaged,disappointment shown,causal,0.788
1,A group of friends have a great time playing laser tag together,game played,laughter and excitement,causal,0.723
1,Someone feels proud when they complete a challenging workout,workout completed,pride felt,causal,0.770
1,A friend helps someone move into a new home,help offered,gratitude shown,enables,0.671
1,Someone becomes sad when they say goodbye to their favorite TV show,show ends,sadness felt,causal,0.772
1,A group of friends have a fun night out at a karaoke bar,night out,laughter and excitement,causal,0.742
1,Someone feels happy when they receive news about a new job opportunity,new job offer,happiness felt,causal,0.732
1,A child is excited when they go to their first day of college,first day of college,excitement shown,causal,0.725
1,Someone feels relieved when they finally get a diagnosis for their health issue,diagnosis given,relief felt,causal,0.723
1,A friend shows support towards someone who is going through a tough time,support offered,comfort and relief,causal,0.727
1,Someone becomes frustrated when they are stuck in a traffic jam,traffic congestion,frustration felt,causal,0.766
1,A child is thrilled when they get to go on their first camping trip,camping experience,excitement shown,causal,0.780
1,Someone feels proud when they complete a challenging art project,art project completed,pride felt,causal,0.773
1,A group of friends have a great time playing board games together,game played,laughter and excitement,causal,0.746
1,Someone becomes anxious when they are asked to give a presentation at work,presentation request,anxiety shown,causal,0.767
1,A child is upset when their favorite video game gets taken away,game taken away,disappointment shown,causal,0.752
1,Someone feels relieved when they finally get an answer to a difficult question,answer found,relief felt,causal,0.734
1,A group of friends have a fun night out at a comedy club,night out,laughter and excitement,causal,0.728
1,Someone becomes sad when they say goodbye to their favorite pet rabbit,goodbye said,sadness felt,causal,0.767
1,A child is excited when they get a new puppy for their birthday,new puppy gift,thrilled reaction,causal,0.754
1,Someone feels proud when they complete a challenging cooking project,cooking project completed,pride felt,causal,0.724
1,A group of friends have a great time playing mini golf together,game played,laughter and excitement,causal,0.714
1,Someone becomes anxious when they are asked to give a speech in front of a large audience,public speaking request,anxiety shown,causal,0.729
1,A child is upset when their favorite book gets lost,book lost,disappointment shown,causal,0.713
1,Someone feels relieved when they finally get an answer to a difficult puzzle,answer found,relief felt,causal,0.722
1,A friend helps someone move into a new office space,help offered,gratitude shown,enables,0.711
1,A group of friends have a fun night out at a trampoline park,night out,laughter and excitement,causal,0.784
1,Someone becomes sad when they say goodbye to their favorite TV show character,goodbye said,sadness felt,causal,0.732
1,A child is excited when they go to their first day of preschool,first day of preschool,excitement shown,causal,0.773
1,A mom scolds her child for breaking a vase and the child looks guilty,child breaks vase,child looks guilty,causal,0.761
1,"The teacher praises the student's artwork, and they beam with pride",praise given,student beams,causal,0.730
1,A friend forgets someone's birthday and receives a disappointed look,birthday forgotten,disappointed look,causal,0.776
1,The child misbehaves in class and gets sent to the principal's office,child misbehaves,gets sent to principal's office,causal,0.753
1,"A couple shares a romantic dinner, and they gaze lovingly at each other",romantic evening shared,loving gazes,causal,0.710
1,The sibling gets angry when their favorite toy is taken away,favorite toy taken away,gets angry,causal,0.738
1,"A friend surprises the other with a small gift, and they squeal with delight",small gift given,squeals with delight,causal,0.758
1,The child gets embarrassed when their embarrassing drawing is shown to class,embarrassing drawing shown,gets embarrassed,causal,0.740
1,A group of friends cheers up a sad friend by singing along together,sad friend comforted,smiles return,causal,0.717
1,"The teacher gives a student an A on their test, and they jump for joy",high grade received,jumps for joy,causal,0.766
1,A parent surprises the child with a special outing to their favorite theme park,special outing planned,excited smiles,causal,0.754
1,"The friend shares a funny joke, and everyone laughs together",funny joke shared,group laughter,causal,0.768
1,A child gets upset when their favorite TV show is taken away from them,favorite TV show removed,gets upset,causal,0.743
1,"The friend helps someone move into a new home, and they express gratitude",help given,expresses gratitude,enables,0.689
1,"A student receives an acceptance letter to their dream college, and they celebrate",acceptance letter received,celebrates,causal,0.736
1,The sibling gets annoyed when their favorite video game is taken away from them,favorite video game removed,gets annoyed,causal,0.715
1,"A friend helps someone fix a broken toy, and they smile with gratitude",help given,smiles with gratitude,enables,0.705
1,The child gets excited when their birthday party is announced to the whole class,birthday party announced,excited smiles,causal,0.776
1,"A couple has a romantic getaway, and they relax together on the beach",romantic getaway planned,relaxation,causal,0.728
1,"The friend forgets someone's birthday, and they look disappointed",birthday forgotten,looks disappointed,causal,0.787
1,A group of friends comforts a crying friend by listening actively,crying friend comforted,smiles return,causal,0.724
1,The child gets upset when their favorite book is taken away from them,favorite book removed,gets upset,causal,0.788
1,"A teacher gives a student a second chance, and they feel relieved",second chance given,feels relieved,causal,0.753
1,The sibling gets annoyed when their favorite food is taken away from them,favorite food removed,gets annoyed,causal,0.788
1,"A friend surprises someone with a small gift, and they smile with delight",small gift given,smiles with delight,causal,0.772
1,The child gets excited when their favorite cartoon is on TV,favorite cartoon on TV,excited smiles,causal,0.772
1,"A couple shares a heart-to-heart conversation, and they connect deeply",heart-to-heart conversation shared,deep connection,causal,0.719
1,"The friend apologizes to someone, and they forgive them with a smile",apology given,forgiveness granted,causal,0.770
1,A group of friends cheers up a sad friend by playing together,sad friend comforted,smiles return,causal,0.741
1,"The teacher gives a student a compliment, and they feel proud",compliment given,feels proud,causal,0.762
1,"A parent helps the child with their homework, and they feel supported",help given,feels supported,enables,0.710
1,"The friend shares a funny meme, and everyone laughs together",funny meme shared,group laughter,causal,0.761
1,A child gets upset when their favorite game is taken away from them,favorite game removed,gets upset,causal,0.754
1,"The couple surprises each other with small gifts, and they smile with joy",small gifts given,smiles with joy,causal,0.775
1,"A student receives a participation trophy, and they feel proud",participation trophy received,feels proud,causal,0.728
1,"The friend helps someone move into a new apartment, and they express gratitude",help given,expresses gratitude,enables,0.662
1,A child gets excited when their favorite TV show is back on the air,favorite TV show returns,excited smiles,causal,0.757
1,"The teacher gives a student an extension on their project, and they feel relieved",extension given,feels relieved,causal,0.775
1,"A friend surprises the other with a surprise party, and they smile with delight",surprise party planned,smiles with delight,causal,0.770
1,The sibling gets annoyed when their favorite book is taken away from them,favorite book removed,gets annoyed,causal,0.722
1,A group of friends comforts a crying friend by offering hugs and support,crying friend comforted,smiles return,causal,0.729
1,A parent surprises the child with a special outing to their favorite park,special outing planned,excited smiles,causal,0.768
1,A child gets upset when their favorite toy is taken away from them,favorite toy removed,gets upset,causal,0.739
